parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
other mechanical equipment,CFIHOS-30000306,gasket,A seal that is one or more closed loops of deformable material used between mating surfaces which have only very limited movement relative to each other.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,220,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000307,housing,An enclosure that also provides support.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,221,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000308,manifold,A physical object that contains a chamber with several openings.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,222,source_reference_record,source_reference_record_unreviewed
piping and pipeline equipment,CFIHOS-30000309,seal,A physical object intended to reduce or prevent the passage of fluid through an opening.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,223,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000310,electrical equipment class,An equipment class that contains classes of artefacts which is electrical equipment.,yes,no,,electrical equipment,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,224,source_reference_record,source_reference_record_unreviewed
,CFIHOS-30000311,class,An artefact class that contains classes of artefacts or physical resources required for a purpose.,yes,no,Top node in class hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,225,source_reference_record,source_reference_record_unreviewed
mechanical equipment class,CFIHOS-30000312,fired heat transfer equipment class,An equipment class that contains heat transfer equipment items with a purpose related to combustion.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,226,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000313,"health, safety and environment equipment class",An equipment class that contains classes of artefacts intended to be used to provide health and safety and to prevent environmental hazards.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,227,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000314,mechanical equipment class,An equipment class that contains classes that normally are the responsibility of a department for mechanical engineering.,yes,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,228,source_reference_record,source_reference_record_unreviewed
vessel,CFIHOS-30000315,accumulator,"A physical object for storing energy, and which after discharge may be recharged.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,229,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000316,amplifier,A physical object for increasing the power of a signal.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,230,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000317,anode,A physical object that is capable of emitting positive charge carriers to and/or receiving negative charge carriers from the medium of lower conductivity.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,231,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000318,battery back-up power supply unit,A direct current power supply unit intended to supply stabilised DC electric power according to specified levels and tolerances.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,232,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000319,battery charger,A direct current power supply unit for charging batteries.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,233,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000320,busbar,"An electrical conductor that is of low-impedance, to which several electric circuits can be connected at separate points.",no,yes,,bus bar,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,234,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000321,cable reel,"A physical object that is a reel on to which cable is wound during manufacture, for storage, transportation and installation.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,235,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000322,capacitor bank,A physical object that is a number of capacitor units connected so as to act together.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,236,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000323,circuit-breaker,A mechanical switching device that at regular intervals interrupts an electric current.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,237,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000324,clock,A timepiece for the measurement of time.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,238,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000325,conductivity transmitter,A transmitter that is intended to measure and transmit conductivity.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,239,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000326,contactor,"A mechanical switching device having only one position of rest, operated otherwise than by hand, capable of making, carrying and breaking currents under normal circuit conditions including operating overload conditions.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,240,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000327,control panel,An instrument panel containing a set of indicating devices and control units required for operation of a system or part of it.,no,yes,,electrical panel,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,241,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000329,current transmitter,A transmitter that transmits an analogue electrical current.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,242,source_reference_record,source_reference_record_unreviewed
switchgear and controlgear,CFIHOS-30000330,distribution board,"A switchgear and controlgear that is an insulated  panel carrying terminals, fuses, etc, for controlling a number of subsidiary electrical circuits.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,243,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000331,earth busbar,An electrical conductor that is a busbar used for earthing.,no,no,,grounding busbar; earthing bar,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,244,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000332,earth electrode,"An electrode, which is the conductive part, that can be embedded in a specific conductive medium, e.g. concrete or coke, in electric contact with the Earth.",no,yes,,grounding electrode,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,245,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000333,earth leakage detector,A detector intended to detect a leakage current to earth.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,246,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000334,earth plate,An electrode that is an earth electrode consisting of a metal plate buried in the ground.,no,no,,grounding plate,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,247,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000335,earthing boss,An electrical conductor that is used to connect the earthing system to structure.,no,no,,grounding boss,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,248,source_reference_record,source_reference_record_unreviewed
actuator,CFIHOS-30000336,electric actuator,An actuator that produces a specified movement when excited by an electric signal.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,249,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000337,electric battery,"An electric accumulator that comprises one or more cells fitted with devices necessary for use, for example case, terminals, marking and protective devices.",no,no,,battery,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,250,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000338,electric generator,An energy transducer that transforms non-electric energy into electric energy.,no,yes,,generator,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,251,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000339,electric heater,A heater in which electric energy is converted into heat for useful purposes.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,252,source_reference_record,source_reference_record_unreviewed
motor,CFIHOS-30000340,electric motor,An electric machine for transforming electric energy into mechanical energy.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,253,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000343,electrical motor starter,A starter in which the force for closing the main contacts is provided exclusively by electrical energy.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,254,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000344,electrical socket,An electrical connector in which the terminals of an electricity supply are inside holes made to receive the pins of a plug.,no,yes,,electric socket outlet,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,255,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000345,electronic frequency converter,An electronic ac converter for changing the frequency.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,256,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000346,electronic power inverter,An electronic converter that changes direct electric current to single-phase or polyphase alternating currents.,no,yes,,power inverter,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,257,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000347,floodlight,A projector providing a beam of intense illumination.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,258,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000348,fuse,"A physical object that by the fusing of one or more of its specially designed and proportioned components, opens the circuit in which it is inserted by breaking the current when this exceeds a given value for a sufficient time.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,259,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000349,heating cable,"An electric cable, that is also an electric heater, with or without a shield or a metallic sheath, intended to give off heat for heating purposes.",no,no,,electric cable; heat tracing,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,260,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000350,high-pass filter,An electrical filter having a single pass-band extending from a specified cut-off frequency upwards.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,261,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000351,interlocking device,"A physical object that makes the operation of a piece of equipment dependent upon the condition, position or operation of one or more other pieces of equipment.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,262,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000352,isolator,A physical object that isolates.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,263,source_reference_record,source_reference_record_unreviewed
enclosure,CFIHOS-30000353,junction box,"A physical object that is a closed, rigid box or casing used to enclose and protect the junctions of electric wires or cables.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,264,source_reference_record,source_reference_record_unreviewed
general instrument,CFIHOS-30000354,lamp,"A physical object intended to produce an optical radiation, usually visible.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,265,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000356,low-pass filter,An electrical filter having a single pass-band extending from zero frequency to a specified cut-off frequency.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,266,source_reference_record,source_reference_record_unreviewed
