CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95001208,CFIHOS-30000805,alternating current motor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1208,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001209,CFIHOS-30000805,alternating current motor,CFIHOS-40000283,normal operating rotational speed,CFIHOS-90000011,API Std 546:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1209,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001210,CFIHOS-30000316,amplifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1210,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001211,CFIHOS-30000316,amplifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1211,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001212,CFIHOS-30000105,analyser element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1212,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001213,CFIHOS-30000105,analyser element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1213,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001214,CFIHOS-30000286,anemometer,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1214,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001215,CFIHOS-30000286,anemometer,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1215,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001216,CFIHOS-30000397,antenna,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1216,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001217,CFIHOS-30000397,antenna,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1217,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001218,CFIHOS-30000108,attenuator,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1218,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001219,CFIHOS-30000108,attenuator,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1219,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001220,CFIHOS-30000731,automatic switching equipment,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1220,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001221,CFIHOS-30000731,automatic switching equipment,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1221,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001222,CFIHOS-30000516,axial compressor,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1222,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001223,CFIHOS-30000516,axial compressor,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1223,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001224,CFIHOS-30000516,axial compressor,CFIHOS-40000219,lower limit operating suction pressure,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1224,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001225,CFIHOS-30000516,axial compressor,CFIHOS-40000453,upper limit allowable speed,CFIHOS-90000022,API Std 617:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1225,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001226,CFIHOS-30000516,axial compressor,CFIHOS-40000573,upper limit design volume flow rate,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1226,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001227,CFIHOS-30000516,axial compressor,CFIHOS-40000575,upper limit operating outlet pressure,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1227,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001228,CFIHOS-30000398,axial displacement element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1228,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001229,CFIHOS-30000398,axial displacement element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1229,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001230,CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1230,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001231,CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1231,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001232,CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1232,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001233,CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1233,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001234,CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1234,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001235,CFIHOS-30000110,balancing damper,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1235,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001236,CFIHOS-30000110,balancing damper,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1236,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001237,CFIHOS-30000806,ball control valve,CFIHOS-40000638,actuation service,CFIHOS-90000077,ISA-TR20.00.01-2007,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1237,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001238,CFIHOS-30000806,ball control valve,CFIHOS-40000599,communication protocol,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1238,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001239,CFIHOS-30000806,ball control valve,CFIHOS-40000487,design specification,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1239,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001240,CFIHOS-30000806,ball control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1240,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001241,CFIHOS-30000806,ball control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1241,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001242,CFIHOS-30000806,ball control valve,CFIHOS-40000580,failure action,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1242,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001243,CFIHOS-30000806,ball control valve,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1243,source_reference_record,source_reference_record_unreviewed
